Entity,Code,Year,crude_death_rate_per_100k_male
Slovenia,SVN,1987,65.21
Slovenia,SVN,1988,66.19
Slovenia,SVN,1989,65.37
Slovenia,SVN,1990,73.59
Slovenia,SVN,1991,68.76
Slovenia,SVN,1992,73.62
Slovenia,SVN,1993,78.07
Slovenia,SVN,1994,77.15
Slovenia,SVN,1995,81.6
Slovenia,SVN,1996,76.88
Slovenia,SVN,1997,74.75
Slovenia,SVN,1998,78.03
Slovenia,SVN,1999,77.92
Slovenia,SVN,2000,76.52
Slovenia,SVN,2001,75.9
Slovenia,SVN,2002,73.35
Slovenia,SVN,2003,77.14
Slovenia,SVN,2004,81.06
Slovenia,SVN,2005,82.14
Slovenia,SVN,2006,81.15
Slovenia,SVN,2007,83.61
Slovenia,SVN,2008,79.33
Slovenia,SVN,2009,72.45
Slovenia,SVN,2010,79.33
Slovenia,SVN,2011,76.91
Slovenia,SVN,2012,76.17
Slovenia,SVN,2013,71.89
Slovenia,SVN,2014,76.07
Slovenia,SVN,2015,81.76
Slovenia,SVN,2016,79.31
Slovenia,SVN,2017,75.93
Slovenia,SVN,2018,72.75
Slovenia,SVN,2019,77.07
Slovenia,SVN,2020,70.18
South Africa,ZAF,1996,14.15
South Africa,ZAF,1997,13.55
South Africa,ZAF,1998,14.16
South Africa,ZAF,1999,14.6
South Africa,ZAF,2000,13.46
South Africa,ZAF,2001,13.91
South Africa,ZAF,2002,13.6
South Africa,ZAF,2003,13.21
South Africa,ZAF,2004,13.78
South Africa,ZAF,2005,13.41
South Africa,ZAF,2006,12.77
South Africa,ZAF,2007,13.21
South Africa,ZAF,2008,12.91
South Africa,ZAF,2009,13.02
South Africa,ZAF,2010,12.54
South Africa,ZAF,2011,12.56
South Africa,ZAF,2012,13.45
South Africa,ZAF,2013,12.99
South Africa,ZAF,2014,13.08
South Africa,ZAF,2015,13.7
South Africa,ZAF,2016,14.66
South Africa,ZAF,2017,14.14
South Africa,ZAF,2018,13.93
South Korea,KOR,1985,10.71
South Korea,KOR,1986,11.57
South Korea,KOR,1987,12.87
South Korea,KOR,1988,14.46
South Korea,KOR,1989,16.25
South Korea,KOR,1990,17.44
South Korea,KOR,1991,19.41
South Korea,KOR,1992,22.66
South Korea,KOR,1993,24.6
South Korea,KOR,1994,27.43
South Korea,KOR,1995,27.95
South Korea,KOR,1996,28.79
South Korea,KOR,1997,30.67
South Korea,KOR,1998,30.69
South Korea,KOR,1999,32.85
South Korea,KOR,2000,36.15
South Korea,KOR,2001,37.08
South Korea,KOR,2002,38.36
South Korea,KOR,2003,38.58
South Korea,KOR,2004,40.55
South Korea,KOR,2005,41.57
South Korea,KOR,2006,42.83
South Korea,KOR,2007,42.99
South Korea,KOR,2008,44.02
South Korea,KOR,2009,43.78
South Korea,KOR,2010,45.71
South Korea,KOR,2011,45.86
South Korea,KOR,2012,48.34
South Korea,KOR,2013,49.52
South Korea,KOR,2014,50.39
South Korea,KOR,2015,49.8
South Korea,KOR,2016,52.19
South Korea,KOR,2017,51.89
South Korea,KOR,2018,51.51
South Korea,KOR,2019,53.49
Spain,ESP,1951,6.54
Spain,ESP,1952,8.72
Spain,ESP,1953,8.83
Spain,ESP,1954,10.23
Spain,ESP,1955,11.81
Spain,ESP,1956,12.88
Spain,ESP,1957,13.45
Spain,ESP,1958,13.75
Spain,ESP,1959,14.47
Spain,ESP,1960,17.31
Spain,ESP,1961,17.88
Spain,ESP,1962,19.42
Spain,ESP,1963,19.3
Spain,ESP,1964,19.96
Spain,ESP,1965,20.98
Spain,ESP,1966,22.02
Spain,ESP,1967,22.83
Spain,ESP,1968,24.2
Spain,ESP,1969,24.6
Spain,ESP,1970,25.15
Spain,ESP,1971,26.59
Spain,ESP,1972,27.86
Spain,ESP,1973,29.28
Spain,ESP,1974,31.19
Spain,ESP,1975,34.29
Spain,ESP,1976,34.3
Spain,ESP,1977,36.27
Spain,ESP,1978,38.62
Spain,ESP,1979,41.06
Spain,ESP,1980,41.25
Spain,ESP,1981,44.96
Spain,ESP,1982,46.5
Spain,ESP,1983,48.42
Spain,ESP,1984,51.9
Spain,ESP,1985,53.33
Spain,ESP,1986,54.7
Spain,ESP,1987,58.94
Spain,ESP,1988,62.65
Spain,ESP,1989,64.79
Spain,ESP,1990,66.22
Spain,ESP,1991,68.47
Spain,ESP,1992,71.44
Spain,ESP,1993,73.79
Spain,ESP,1994,75.87
Spain,ESP,1995,77.8
Spain,ESP,1996,76.46
Spain,ESP,1997,77.57
Spain,ESP,1998,80.18
Spain,ESP,1999,80.64
Spain,ESP,2000,78.68
Spain,ESP,2001,81.67
Spain,ESP,2002,78.93
Spain,ESP,2003,80.17
Spain,ESP,2004,79.34
Spain,ESP,2005,77.91
Spain,ESP,2006,77.76
Spain,ESP,2007,77.61
Spain,ESP,2008,76.24
Spain,ESP,2009,76.29
Spain,ESP,2010,76.23
Spain,ESP,2011,77.2
Spain,ESP,2012,76.7
Spain,ESP,2013,76.64
Spain,ESP,2014,75.36
Spain,ESP,2015,75.69
Spain,ESP,2016,77
Spain,ESP,2017,75.64
Spain,ESP,2018,75.04
Spain,ESP,2019,73.34
Spain,ESP,2020,71.59
Sri Lanka,LKA,1955,0.44
Sri Lanka,LKA,1956,0.57
Sri Lanka,LKA,1957,0.52
Sri Lanka,LKA,1958,0.65
Sri Lanka,LKA,1959,0.69
Sri Lanka,LKA,1960,0.71
Sri Lanka,LKA,1961,0.56
Sri Lanka,LKA,1962,0.51
Sri Lanka,LKA,1963,0.67
Sri Lanka,LKA,1964,0.66
Sri Lanka,LKA,1965,0.68
Sri Lanka,LKA,1966,0.95
Sri Lanka,LKA,1967,0.76
Sri Lanka,LKA,1968,0.93
Sri Lanka,LKA,1977,1.22
Sri Lanka,LKA,1980,1.08
Sri Lanka,LKA,1981,1.09
Sri Lanka,LKA,1983,1.39
Sri Lanka,LKA,1984,1.35
Sri Lanka,LKA,1985,1.38
Sri Lanka,LKA,1986,2.01
Sri Lanka,LKA,1996,3.32
Sri Lanka,LKA,1997,2.65
Sri Lanka,LKA,1998,2.95
Sri Lanka,LKA,1999,3.4
Sri Lanka,LKA,2000,3.98
Sri Lanka,LKA,2001,4.4
Sri Lanka,LKA,2002,4.06
Sri Lanka,LKA,2003,4.52
Sri Lanka,LKA,2004,5.56
Sri Lanka,LKA,2005,5.34
Sri Lanka,LKA,2006,5.88
Sri Lanka,LKA,2007,6.85
Sri Lanka,LKA,2009,7.91
Sri Lanka,LKA,2010,7.74
Sri Lanka,LKA,2011,9.02
Sri Lanka,LKA,2012,7.9
Sri Lanka,LKA,2013,9.02
Sri Lanka,LKA,2014,9.01
Suriname,SUR,1963,5.79
Suriname,SUR,1964,1.25
Suriname,SUR,1965,3.05
Suriname,SUR,1966,1.78
Suriname,SUR,1971,1.62
Suriname,SUR,1975,3.9
Suriname,SUR,1976,4.86
Suriname,SUR,1977,3.25
Suriname,SUR,1978,6.43
Suriname,SUR,1979,5.53
Suriname,SUR,1980,7.16
Suriname,SUR,1981,4.39
Suriname,SUR,1982,10.76
Suriname,SUR,1984,8.72
Suriname,SUR,1985,3.77
Suriname,SUR,1986,6.3
Suriname,SUR,1987,6.7
Suriname,SUR,1988,6.07
Suriname,SUR,1989,6.44
Suriname,SUR,1990,8.08
Suriname,SUR,1991,5.72
Suriname,SUR,1992,5.61
Suriname,SUR,1995,4.46
Suriname,SUR,1996,4.84
Suriname,SUR,1997,3.48
Suriname,SUR,1998,5.16
Suriname,SUR,1999,7.23
Suriname,SUR,2000,12.19
Suriname,SUR,2001,11.64
Suriname,SUR,2002,12.74
Suriname,SUR,2003,9.34
Suriname,SUR,2004,10.04
Suriname,SUR,2005,9.13
Suriname,SUR,2006,10.2
Suriname,SUR,2007,11.25
Suriname,SUR,2008,12.66
Suriname,SUR,2009,11.76
Suriname,SUR,2010,10.13
Suriname,SUR,2011,9.28
Suriname,SUR,2012,13.21
Suriname,SUR,2013,14.52
Suriname,SUR,2014,16.52
Sweden,SWE,1951,11.39
Sweden,SWE,1952,11.1
Sweden,SWE,1953,12.71
Sweden,SWE,1954,13.49
Sweden,SWE,1955,14.84
Sweden,SWE,1956,15.02
Sweden,SWE,1957,16.41
Sweden,SWE,1958,18.65
Sweden,SWE,1959,19.31
Sweden,SWE,1960,20.8
Sweden,SWE,1961,22.07
Sweden,SWE,1962,23.41
Sweden,SWE,1963,22.88
Sweden,SWE,1964,25.45
Sweden,SWE,1965,25.64
Sweden,SWE,1966,26.56
Sweden,SWE,1967,28.32
Sweden,SWE,1968,28.7
Sweden,SWE,1969,31.75
Sweden,SWE,1970,31.82
Sweden,SWE,1971,35.67
Sweden,SWE,1972,37.58
Sweden,SWE,1973,38.44
Sweden,SWE,1974,40.04
Sweden,SWE,1975,41.18
Sweden,SWE,1976,42.75
Sweden,SWE,1977,46.28
Sweden,SWE,1978,44.9
Sweden,SWE,1979,46.81
Sweden,SWE,1980,44.52
Sweden,SWE,1981,43.14
Sweden,SWE,1982,42.98
Sweden,SWE,1983,43.97
Sweden,SWE,1984,46.23
Sweden,SWE,1985,45.56
Sweden,SWE,1986,43.83
Sweden,SWE,1987,44.78
Sweden,SWE,1988,45
Sweden,SWE,1989,42.3
Sweden,SWE,1990,43.78
Sweden,SWE,1991,43.97
Sweden,SWE,1992,42.99
Sweden,SWE,1993,41.39
Sweden,SWE,1994,42.13
Sweden,SWE,1995,41.64
Sweden,SWE,1996,40.73
Sweden,SWE,1997,41.57
Sweden,SWE,1998,40.88
Sweden,SWE,1999,41.89
Sweden,SWE,2000,40.26
Sweden,SWE,2001,40.97
Sweden,SWE,2002,40.13
Sweden,SWE,2003,40.79
Sweden,SWE,2004,40.91
Sweden,SWE,2005,43.29
Sweden,SWE,2006,42.13
Sweden,SWE,2007,39.33
Sweden,SWE,2008,41.36
Sweden,SWE,2009,39.56
Sweden,SWE,2010,41.16
Sweden,SWE,2011,40.56
Sweden,SWE,2012,39.55
Sweden,SWE,2013,38.41
Sweden,SWE,2014,37.27
Sweden,SWE,2015,37.43
Sweden,SWE,2016,37.31
Sweden,SWE,2017,37.1
Sweden,SWE,2018,34.33
Switzerland,CHE,1951,28.57
Switzerland,CHE,1952,27.7
Switzerland,CHE,1953,30.68
Switzerland,CHE,1954,32.12
Switzerland,CHE,1955,33.51
Switzerland,CHE,1956,33.07
Switzerland,CHE,1957,35.9
Switzerland,CHE,1958,35.26
Switzerland,CHE,1959,39.04
Switzerland,CHE,1960,39.48
Switzerland,CHE,1961,39.36
Switzerland,CHE,1962,40.09
Switzerland,CHE,1963,43.7
Switzerland,CHE,1964,42.23
Switzerland,CHE,1965,43.64
Switzerland,CHE,1966,47.35
Switzerland,CHE,1967,48.99
Switzerland,CHE,1968,49.79
Switzerland,CHE,1969,51.61
Switzerland,CHE,1970,51.88
Switzerland,CHE,1971,54.89
Switzerland,CHE,1972,55.33
Switzerland,CHE,1973,58.74
Switzerland,CHE,1974,60.83
Switzerland,CHE,1975,64.6
Switzerland,CHE,1976,64.87
Switzerland,CHE,1977,67.24
Switzerland,CHE,1978,68.3
Switzerland,CHE,1979,69.87
Switzerland,CHE,1980,68.57
Switzerland,CHE,1981,69.77
Switzerland,CHE,1982,71.47
Switzerland,CHE,1983,73.81
Switzerland,CHE,1984,70.97
Switzerland,CHE,1985,73.62
Switzerland,CHE,1986,73.63
Switzerland,CHE,1987,69.54
Switzerland,CHE,1988,70.16
Switzerland,CHE,1989,68.48
Switzerland,CHE,1990,68.4
Switzerland,CHE,1991,67.77
Switzerland,CHE,1992,67.07
Switzerland,CHE,1993,65.42
Switzerland,CHE,1994,62.29
Switzerland,CHE,1995,56.83
Switzerland,CHE,1996,57.19
Switzerland,CHE,1997,57.38
Switzerland,CHE,1998,57.79
Switzerland,CHE,1999,54.58
Switzerland,CHE,2000,57.95
Switzerland,CHE,2001,57.76
Switzerland,CHE,2002,54.07
Switzerland,CHE,2003,55.04
Switzerland,CHE,2004,53.53
Switzerland,CHE,2005,56.64
Switzerland,CHE,2006,53.22
Switzerland,CHE,2007,54.39
Switzerland,CHE,2008,55.31
Switzerland,CHE,2009,50.49
Switzerland,CHE,2010,53.57
Switzerland,CHE,2011,52.21
Switzerland,CHE,2012,49.4
Switzerland,CHE,2013,49.06
Switzerland,CHE,2014,49.66
Switzerland,CHE,2015,50.17
Switzerland,CHE,2016,46.99
Switzerland,CHE,2017,48.04
Switzerland,CHE,2018,47.14
Syria,SYR,1998,2.84
Syria,SYR,1999,3.68
Syria,SYR,2000,3.31
Syria,SYR,2001,2.61
Syria,SYR,2002,3.48
Syria,SYR,2003,3.82
Syria,SYR,2004,3.52
Syria,SYR,2005,3.68
Syria,SYR,2006,3.54
Syria,SYR,2007,4.01
Syria,SYR,2008,5.24
Syria,SYR,2009,4.58
Syria,SYR,2010,4.79
Tajikistan,TJK,1981,9.3
Tajikistan,TJK,1982,8.95
Tajikistan,TJK,1985,9.45
Tajikistan,TJK,1986,10.17
Tajikistan,TJK,1987,11.22
Tajikistan,TJK,1988,10.92
Tajikistan,TJK,1989,11.27
Tajikistan,TJK,1990,8
Tajikistan,TJK,1991,7.73
Tajikistan,TJK,1992,8.21
Tajikistan,TJK,1993,5.78
Tajikistan,TJK,1994,4.69
Tajikistan,TJK,1995,3.24
Tajikistan,TJK,1996,3.38
Tajikistan,TJK,1997,3.4
Tajikistan,TJK,1998,3.6
Tajikistan,TJK,1999,3.59
Tajikistan,TJK,2000,2.45
Tajikistan,TJK,2001,2.37
Tajikistan,TJK,2002,3.1
Tajikistan,TJK,2003,3.61
Tajikistan,TJK,2004,3.74
Tajikistan,TJK,2005,3.31
Tajikistan,TJK,2016,2.91
Tajikistan,TJK,2017,2.83
Thailand,THA,1969,1.16
Thailand,THA,1970,1.52
Thailand,THA,1971,1.47
Thailand,THA,1972,1.31
Thailand,THA,1973,1.94
Thailand,THA,1974,2.15
Thailand,THA,1975,2.55
Thailand,THA,1976,1.77
Thailand,THA,1977,2.18
Thailand,THA,1978,2.38
Thailand,THA,1979,2.88
Thailand,THA,1980,3.28
Thailand,THA,1981,3.18
Thailand,THA,1982,3.67
Thailand,THA,1983,3.43
Thailand,THA,1984,3.02
Thailand,THA,1985,2.75
Thailand,THA,1986,2.74
Thailand,THA,1987,3.33
Thailand,THA,1990,4.24
Thailand,THA,1991,4.71
Thailand,THA,1992,4.78
Thailand,THA,1994,5.96
Thailand,THA,1995,6.71
Thailand,THA,1996,7.09
Thailand,THA,1997,6.93
Thailand,THA,1998,8.15
Thailand,THA,1999,9.51
Thailand,THA,2000,12.14
Thailand,THA,2002,15.19
Thailand,THA,2003,16.42
Thailand,THA,2004,16.24
Thailand,THA,2005,17.2
Thailand,THA,2006,16.67
Thailand,THA,2007,18.33
Thailand,THA,2008,18.61
Thailand,THA,2009,19.58
Thailand,THA,2010,19.7
Thailand,THA,2011,21.43
Thailand,THA,2012,22.39
Thailand,THA,2013,24.41
Thailand,THA,2014,24.85
Thailand,THA,2015,26.71
Thailand,THA,2016,27.36
Thailand,THA,2017,28.15
Thailand,THA,2018,27.78
Thailand,THA,2019,29.17
Trinidad and Tobago,TTO,1951,1.23
Trinidad and Tobago,TTO,1952,2.11
Trinidad and Tobago,TTO,1953,0.88
Trinidad and Tobago,TTO,1954,2.57
Trinidad and Tobago,TTO,1955,3.6
Trinidad and Tobago,TTO,1956,3.22
Trinidad and Tobago,TTO,1957,3.65
Trinidad and Tobago,TTO,1958,5.56
Trinidad and Tobago,TTO,1960,5.49
Trinidad and Tobago,TTO,1961,3.24
Trinidad and Tobago,TTO,1962,7.8
Trinidad and Tobago,TTO,1963,4.78
Trinidad and Tobago,TTO,1966,6.45
Trinidad and Tobago,TTO,1967,6.54
Trinidad and Tobago,TTO,1968,3.89
Trinidad and Tobago,TTO,1970,8.1
Trinidad and Tobago,TTO,1971,9.28
Trinidad and Tobago,TTO,1972,7.29
Trinidad and Tobago,TTO,1973,6.77
Trinidad and Tobago,TTO,1974,8.9
Trinidad and Tobago,TTO,1975,10.57
Trinidad and Tobago,TTO,1976,7.27
Trinidad and Tobago,TTO,1977,7.95
Trinidad and Tobago,TTO,1978,8.03
Trinidad and Tobago,TTO,1979,7.91
Trinidad and Tobago,TTO,1980,8.07
Trinidad and Tobago,TTO,1981,6.89
Trinidad and Tobago,TTO,1982,10.64
Trinidad and Tobago,TTO,1983,10.41
Trinidad and Tobago,TTO,1984,10.66
Trinidad and Tobago,TTO,1985,10.57
Trinidad and Tobago,TTO,1986,11.99
Trinidad and Tobago,TTO,1987,13.44
Trinidad and Tobago,TTO,1988,14.36
Trinidad and Tobago,TTO,1989,11.22
Trinidad and Tobago,TTO,1990,9.46
Trinidad and Tobago,TTO,1991,10
Trinidad and Tobago,TTO,1992,12.06
Trinidad and Tobago,TTO,1993,9.93
Trinidad and Tobago,TTO,1994,9.3
Trinidad and Tobago,TTO,1995,10.4
Trinidad and Tobago,TTO,1996,13.25
Trinidad and Tobago,TTO,1997,10.84
Trinidad and Tobago,TTO,1998,12.89
Trinidad and Tobago,TTO,1999,13.35
Trinidad and Tobago,TTO,2000,12.37
Trinidad and Tobago,TTO,2001,13.44
Trinidad and Tobago,TTO,2002,12.44
Trinidad and Tobago,TTO,2003,14.9
Trinidad and Tobago,TTO,2004,14.52
Trinidad and Tobago,TTO,2005,14.61
Trinidad and Tobago,TTO,2006,14.71
Trinidad and Tobago,TTO,2007,14.03
Trinidad and Tobago,TTO,2008,14.59
Trinidad and Tobago,TTO,2009,14.67
Trinidad and Tobago,TTO,2010,17.33
Trinidad and Tobago,TTO,2011,13.76
Trinidad and Tobago,TTO,2012,16.22
Turkey,TUR,2009,40.92
Turkey,TUR,2010,43.2
Turkey,TUR,2011,44.42
Turkey,TUR,2012,45.66
Turkey,TUR,2013,49.83
Turkey,TUR,2014,49.65
Turkey,TUR,2015,49.6
Turkey,TUR,2016,50.44
Turkey,TUR,2019,47.07
Turkmenistan,TKM,1981,12.07
Turkmenistan,TKM,1982,11.31
Turkmenistan,TKM,1985,12.24
Turkmenistan,TKM,1986,9.83
Turkmenistan,TKM,1987,11.67
Turkmenistan,TKM,1988,13.08
Turkmenistan,TKM,1989,9.91
Turkmenistan,TKM,1990,11.26
Turkmenistan,TKM,1991,10.11
Turkmenistan,TKM,1992,9.89
Turkmenistan,TKM,1993,10.35
Turkmenistan,TKM,1994,9.2
Turkmenistan,TKM,1995,7.79
Turkmenistan,TKM,1996,8.26
Turkmenistan,TKM,1997,8.46
Turkmenistan,TKM,1998,6.46
Turkmenistan,TKM,1999,6.23
Turkmenistan,TKM,2000,7.24
Turkmenistan,TKM,2001,7.12
Turkmenistan,TKM,2002,7.85
Turkmenistan,TKM,2003,5.24
Turkmenistan,TKM,2004,5.32
Turkmenistan,TKM,2005,5.56
Turkmenistan,TKM,2006,5.45
Turkmenistan,TKM,2007,5.93
Turkmenistan,TKM,2009,5.81
Turkmenistan,TKM,2010,6.79
Turkmenistan,TKM,2011,7.42
Turkmenistan,TKM,2012,5.71
Turkmenistan,TKM,2013,5.64
Turkmenistan,TKM,2014,7.54
Turkmenistan,TKM,2015,7.34
Ukraine,UKR,1981,53.7
Ukraine,UKR,1982,55.7
Ukraine,UKR,1985,62.73
Ukraine,UKR,1986,66.02
Ukraine,UKR,1987,70.21
Ukraine,UKR,1988,74.26
Ukraine,UKR,1989,76.72
Ukraine,UKR,1990,78.18
Ukraine,UKR,1991,78.93
Ukraine,UKR,1992,79.16
Ukraine,UKR,1993,77.72
Ukraine,UKR,1994,76.68
Ukraine,UKR,1995,74.85
Ukraine,UKR,1996,70.89
Ukraine,UKR,1997,69.82
Ukraine,UKR,1998,70.16
Ukraine,UKR,1999,68.73
Ukraine,UKR,2000,69.44
Ukraine,UKR,2001,66.68
Ukraine,UKR,2002,66.82
Ukraine,UKR,2003,64.31
Ukraine,UKR,2004,63.08
Ukraine,UKR,2005,61.85
Ukraine,UKR,2006,61.24
Ukraine,UKR,2007,59.58
Ukraine,UKR,2008,57.49
Ukraine,UKR,2009,56.79
Ukraine,UKR,2010,56.3
Ukraine,UKR,2011,57.22
Ukraine,UKR,2012,59.65
Ukraine,UKR,2014,55.3
Ukraine,UKR,2015,51.96
Ukraine,UKR,2017,50.24
Ukraine,UKR,2018,49.81
Ukraine,UKR,2019,50.58
United Kingdom,GBR,1950,47.36
United Kingdom,GBR,1951,51.63
United Kingdom,GBR,1952,55.4
United Kingdom,GBR,1953,59.78
United Kingdom,GBR,1954,64.42
United Kingdom,GBR,1955,67.6
United Kingdom,GBR,1956,71.22
United Kingdom,GBR,1957,74.56
United Kingdom,GBR,1958,77.11
United Kingdom,GBR,1959,81.53
United Kingdom,GBR,1960,84.03
United Kingdom,GBR,1961,85.74
United Kingdom,GBR,1962,88.17
United Kingdom,GBR,1963,90.2
United Kingdom,GBR,1964,92.31
United Kingdom,GBR,1965,94.81
United Kingdom,GBR,1966,96.22
United Kingdom,GBR,1967,99.57
United Kingdom,GBR,1968,100.43
United Kingdom,GBR,1969,103.21
United Kingdom,GBR,1970,104
United Kingdom,GBR,1971,105.17
United Kingdom,GBR,1972,107.18
United Kingdom,GBR,1973,108.38
United Kingdom,GBR,1974,109.68
United Kingdom,GBR,1975,108.4
United Kingdom,GBR,1976,110.67
United Kingdom,GBR,1977,110.4
United Kingdom,GBR,1978,111.44
United Kingdom,GBR,1979,111.95
United Kingdom,GBR,1980,111.15
United Kingdom,GBR,1981,108.89
United Kingdom,GBR,1982,107.3
United Kingdom,GBR,1983,109.5
United Kingdom,GBR,1984,107.58
United Kingdom,GBR,1985,107.18
United Kingdom,GBR,1986,103.59
United Kingdom,GBR,1987,102.06
United Kingdom,GBR,1988,100.63
United Kingdom,GBR,1989,97.67
United Kingdom,GBR,1990,96.2
United Kingdom,GBR,1991,94.18
United Kingdom,GBR,1992,91.54
United Kingdom,GBR,1993,87.76
United Kingdom,GBR,1994,85.04
United Kingdom,GBR,1995,82.11
United Kingdom,GBR,1996,78.95
United Kingdom,GBR,1997,76.11
United Kingdom,GBR,1998,75.12
United Kingdom,GBR,1999,72.22
United Kingdom,GBR,2000,70.34
United Kingdom,GBR,2001,70.95
United Kingdom,GBR,2002,70.02
United Kingdom,GBR,2003,67.98
United Kingdom,GBR,2004,66.64
United Kingdom,GBR,2005,66.02
United Kingdom,GBR,2006,66.16
United Kingdom,GBR,2007,65.85
United Kingdom,GBR,2008,65.99
United Kingdom,GBR,2009,65.06
United Kingdom,GBR,2010,63.46
United Kingdom,GBR,2011,63.41
United Kingdom,GBR,2012,61.72
United Kingdom,GBR,2013,61.88
United Kingdom,GBR,2014,61.65
United Kingdom,GBR,2015,59.86
United Kingdom,GBR,2016,59.79
United Kingdom,GBR,2017,57.78
United Kingdom,GBR,2018,58.33
United Kingdom,GBR,2019,56.06
United States,USA,1950,19.94
United States,USA,1951,21.39
United States,USA,1952,23.2
United States,USA,1953,25.31
United States,USA,1954,26.33
United States,USA,1955,28.01
United States,USA,1956,30.07
United States,USA,1957,31.3
United States,USA,1958,32.23
United States,USA,1959,33.73
United States,USA,1960,35.39
United States,USA,1961,36.86
United States,USA,1962,38.63
United States,USA,1963,39.89
United States,USA,1964,41.4
United States,USA,1965,42.98
United States,USA,1966,45.01
United States,USA,1967,46.93
United States,USA,1968,50.05
United States,USA,1969,51.26
United States,USA,1970,53
United States,USA,1971,54.69
United States,USA,1972,56.83
United States,USA,1973,57.9
United States,USA,1974,59.84
United States,USA,1975,60.46
United States,USA,1976,62.26
United States,USA,1977,64.07
United States,USA,1978,65.77
United States,USA,1979,66.71
United States,USA,1980,68.42
United States,USA,1981,68.88
United States,USA,1982,70.43
United States,USA,1983,70.66
United States,USA,1984,71.71
United States,USA,1985,72.19
United States,USA,1986,72.47
United States,USA,1987,73.62
United States,USA,1988,73.54
United States,USA,1989,73.61
United States,USA,1990,75.13
United States,USA,1991,74.56
United States,USA,1992,73.43
United States,USA,1993,73.58
United States,USA,1994,72.31
United States,USA,1995,71.59
United States,USA,1996,70.58
United States,USA,1997,69.72
United States,USA,1998,69.25
United States,USA,1999,67.12
United States,USA,2000,65.53
United States,USA,2001,64.68
United States,USA,2002,63.65
United States,USA,2003,62.9
United States,USA,2004,62.01
United States,USA,2005,61.77
United States,USA,2006,60.52
United States,USA,2007,59.46
United States,USA,2008,59.12
United States,USA,2009,58.02
United States,USA,2010,57.5
United States,USA,2011,56.37
United States,USA,2012,55.89
United States,USA,2013,54.8
United States,USA,2014,53.88
United States,USA,2015,52.74
United States,USA,2016,50.57
United States,USA,2017,48.96
United States,USA,2018,47.13
United States,USA,2019,46.01
United States,USA,2020,44.57
Uruguay,URY,1955,29.02
Uruguay,URY,1956,37.09
Uruguay,URY,1957,35.83
Uruguay,URY,1958,33.25
Uruguay,URY,1959,38.25
Uruguay,URY,1960,39.83
Uruguay,URY,1963,39.66
Uruguay,URY,1964,43.64
Uruguay,URY,1965,43.99
Uruguay,URY,1966,45.49
Uruguay,URY,1967,47.38
Uruguay,URY,1968,44.94
Uruguay,URY,1969,45.61
Uruguay,URY,1970,46.67
Uruguay,URY,1971,48.31
Uruguay,URY,1972,45.83
Uruguay,URY,1973,47.51
Uruguay,URY,1974,49.67
Uruguay,URY,1975,57.44
Uruguay,URY,1976,56.1
Uruguay,URY,1977,57.29
Uruguay,URY,1978,60.56
Uruguay,URY,1980,59.29
Uruguay,URY,1981,62.53
Uruguay,URY,1982,65.48
Uruguay,URY,1983,66.39
Uruguay,URY,1984,67.07
Uruguay,URY,1985,66.44
Uruguay,URY,1986,69.3
Uruguay,URY,1987,70.3
Uruguay,URY,1988,71.09
Uruguay,URY,1989,65.92
Uruguay,URY,1990,72.41
Uruguay,URY,1993,66.51
Uruguay,URY,1994,63.96
Uruguay,URY,1995,73.31
Uruguay,URY,1996,64.85
Uruguay,URY,1997,65.28
Uruguay,URY,1998,64.82
Uruguay,URY,1999,61.31
Uruguay,URY,2000,62.74
Uruguay,URY,2001,63.91
Uruguay,URY,2002,63.69
Uruguay,URY,2003,63.47
Uruguay,URY,2004,57.7
Uruguay,URY,2005,61.28
Uruguay,URY,2006,61.06
Uruguay,URY,2007,60.15
Uruguay,URY,2008,60.44
Uruguay,URY,2009,62.63
Uruguay,URY,2010,61.28
Uruguay,URY,2012,56.67
Uruguay,URY,2013,58.14
Uruguay,URY,2014,61.35
Uruguay,URY,2015,58.52
Uruguay,URY,2016,57.2
Uruguay,URY,2017,57.1
Uruguay,URY,2018,58.43
Uruguay,URY,2019,59.33
Uzbekistan,UZB,1981,9.88
Uzbekistan,UZB,1982,10.39
Uzbekistan,UZB,1985,10.45
Uzbekistan,UZB,1986,11.81
Uzbekistan,UZB,1987,12.63
Uzbekistan,UZB,1988,10.94
Uzbekistan,UZB,1989,11.56
Uzbekistan,UZB,1990,10.68
Uzbekistan,UZB,1991,10.59
Uzbekistan,UZB,1992,9.73
Uzbekistan,UZB,1993,9.05
Uzbekistan,UZB,1994,7.74
Uzbekistan,UZB,1995,8.18
Uzbekistan,UZB,1996,7.43
Uzbekistan,UZB,1997,7.51
Uzbekistan,UZB,1998,6.86
Uzbekistan,UZB,1999,6.18
Uzbekistan,UZB,2000,6.03
Uzbekistan,UZB,2001,5.83
Uzbekistan,UZB,2002,6.13
Uzbekistan,UZB,2003,5.84
Uzbekistan,UZB,2004,5.35
Uzbekistan,UZB,2005,5.77
Uzbekistan,UZB,2009,5.1
Uzbekistan,UZB,2010,4.96
Uzbekistan,UZB,2011,5.95
Uzbekistan,UZB,2012,5.45
Uzbekistan,UZB,2013,6.06
Uzbekistan,UZB,2014,5.94
Uzbekistan,UZB,2015,6.28
Uzbekistan,UZB,2016,6.18
Uzbekistan,UZB,2017,6.56
Uzbekistan,UZB,2018,5.96
Uzbekistan,UZB,2019,6.65
